lei,bic,legalName,countryCode
213800U9YG19GFXT3S09,XCYSCY2NXXX,"CYPRUS STOCK EXCHANGE",CY
213800B7YR2EA67O3G77,INXEGB21XXX,"IG INDEX LIMITED",GB
2138003A5Q1M7ANOUD76,IGGRGB2LXXX,"IG GROUP HOLDINGS PLC",GB
213800ESW6QQHOTGFV56,BSEPGB21XXX,"BROMPTON ASSET MANAGEMENT LLP",GB
213800QT1MN517VCZK32,UBSLLBB1XXX,"FRANSABANK S.A.L.",LB
213800ADTTGIOL88BK40,METCCAT1XXX,"HSBC TRUST COMPANY (CANADA)",GB
213800NVXC2F29LQVZ83,HSCICATTXXX,"HSBC SECURITIES (CANADA) INC.",GB
DY9DBNI4W8J63Z298033,HKBAAU2SXXX,"HSBC BANK AUSTRALIA LIMITED",AU
5493001CVW70R02NX475,HSBCSGS2XXX,"HSBC BANK (SINGAPORE) LIMITED",SG
549300YRMVVWXO9A2F30,BLICUYMMXXX,"HSBC BANK (URUGUAY) S.A.",UY
213800YMKONSUSVXNM63,RIFSMTM1XXX,"RIZZO, FARRUGIA ",MT
213800CKBBZUAHHARH83,OCCPHKHHXXX,"OTC CLEARING HONG KONG LIMITED",HK
2138003FO4FYZIV1RB67,CIGLIMDDXXX,"CAPITAL INTERNATIONAL LIMITED",IM
213800NGHVYL5PFZI692,ISEMCY22XXX,"ISIGNTHIS EMONEY LTD",CY
213800RLRA3QAXIYSG40,EVLLGB2LXXX,"EVERSHEDS SUTHERLAND (INTERNATIONAL) LLP",GB
213800LQ9OHW2VS95K19,THDLGB21XXX,"THEOREMA ADVISORS UK LLP",GB
213800E34M3S93NOMR88,FRPSHKH1XXX,"SINO- RICH SECURITIES ",HK
213800KP9DOI9YB3UF14,AFWAGB21XXX,"AFH INDEPENDENT FINANCIAL SERVICES LIMITED",GB
213800NM8ZN1F16ARD34,XHKCHKH1XXX,"HONG KONG SECURITIES CLEARING COMPANY LIMITED",HK
213800UAKGM2TVQJQV58,CICDGB21XXX,"NAPIER PARK GLOBAL CAPITAL LTD",US
213800BNHI3MXUAWD672,MIPYMTM1XXX,"MISTRAL PAY LTD",MT
213800P851UZCLVK4X17,MMCTGB2LXXX,"MMC INTERNATIONAL TREASURY CENTRE LIMITED",GB
213800LY8J6B254OEU68,GLFMMTM1XXX,"GLOBALCAPITAL FINANCIAL MANAGEMENT LIMITED",MT
2138004Q59KLNICZU191,MEIXGB21XXX,"TIGERWIT LIMITED",GB
213800M5DLL21LHGMS91,LYSOZWH1XXX,"LYNTON-EDWARDS STOCKBROKERS (PRIVATE) LTD",ZW
213800FP9RNTV6Z4YX30,AXAVES21XXX,"AXA AURORA VIDA SA DE SEGUROS Y REASEGUROS",ES
2138001685CXYE4I4I75,CHEQGB2LXXX,"CHEQUE AND CREDIT CLEARING COMPANY LIMITED",GB
213800PJHKGK84BWEG23,HLOFGB2LXXX,"HALO FINANCIAL LIMITED",GB
21380034DOJHZ2T7BN13,FOSNJES1XXX,"FORTEN ASSET MANAGEMENT LIMITED",JE
213800XLIXD1GEJ8XX61,HARBGBA1XXX,"HARPENDEN BUILDING SOCIETY",GB
2138001WO21Z3B8Y8K20,LOYDDEB2XXX,"LLOYDS BANK GMBH",DE
213800Z328UNYNGB9294,REREGB21XXX,"REGENTS PARK SECURITIES LTD",GB
213800NK3BTRGYL97Q79,EFDSGB21XXX,"FUNDROCK PARTNERS LIMITED",GB
213800BBJLB2YOGX9N56,LUCILBBXXXX,"LUCID INVESTMENT BANK SAL",LB
213800RZ3GCUXMBGYN59,RECAGB2LXXX,"RENAISSANCE CAPITAL LIMITED",GB
213800QDDF7M6OTZM407,SECUBEB1XXX,"BNP PARIBAS ASSET MANAGEMENT BE HOLDING",BE
213800LPCC1ZMVDDRA10,NVGOGB22XXX,"THE NORTHVIEW GROUP LIMITED",GB
213800HCDLWPC7QAXY12,ACNDGB22XXX,"ACENDEN LIMITED",GB
21380084NPZQSVLFJ124,IVESAU22XXX,"INVESTEC AUSTRALIA LIMITED",AU
213800OEIJJPAMOFV795,CBCYCY2NXXX,"CENTRAL BANK OF CYPRUS",CY
213800PF8P1MMQTV8B30,MJFSIT21XXX,"MAJA FINANCE SRL",IT
213800PT7RA4T829Q205,GOHLGB21XXX,"GOLDENBERG HEHMEYER LLP",GB
21380044UHMK3CJ55U06,NCRTVECAXXX,"BANCO NACIONAL DE CREDITO C.A BANCO UNIVERSAL",VE
5967007LIEEXZXEXMG87,LUSKNO21XXX,"LUSTER SPAREBANK",NO
213800N8F8XBQEVWPB58,SFEEGB21XXX,"NOTESCO UK LIMITED",GB
213800UVPR67JDV6A377,WIFOSES1XXX,"WICTOR FONDER AB",SE
2138002DP5F5M9EFRX54,LCHSGB2LXXX,"SWAPAGENT LIMITED",GB
213800EW8M518ABSPB95,DIMTGB21XXX,"DIRECT MARKET TOUCH LIMITED",GB
213800LTKMGR9P864J31,CAKCBRS1XXX,"CM CAPITAL MARKETS CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.",BR
2138005AJ5LKK84JG836,ONCOHKH1XXX,"SHENWAN HONGYUAN FUTURES (H.K.) LIMITED",HK
549300XFX12G42QIKN82,STBUGB21XXX,"NATIONWIDE BUILDING SOCIETY",GB
213800TWIOR1UEZ6WP12,REYSGB21XXX,"REYKER SECURITIES PLC",GB
21380049QLRWWUS8N676,FROTGB2LXXX,"FRONTIERPAY LIMITED",GB
213800QR8JQHFI5BLV92,OTBRCY21XXX,"OTKRITIE BROKER LTD",CY
213800L93XMO1J1WOL94,SCTAGB21XXX,"SCHNEIDER TRADING ASSOCIATES LIMITED",GB
213800KCDJP2CV7TID03,BTBLMUMUXXX,"BANYANTREE BANK LIMITED",MU
21380056PF7L32XJYP53,DANLAGAGXXX,"D BANK LTD",AG
2138006K6SWNFWF6PE87,LLBBLV2XXXX,"SIGNET BANK AS",LV
2138004SY2P3MV7Q1653,LOSMGB21XXX,"LOFOTEN ASSET MANAGEMENT LIMITED",GB
2138005M92IEIQVEL297,IBBNEE21XXX,"AS INBANK",EE
2138008LEZ3ZLF8HJ541,BCYPGB2LXXX,"CYNERGY BANK LIMITED",GB
213800W1SSQYMIHQII43,MOWMGB21XXX,"MORANT WRIGHT MANAGEMENT LIMITED",GB
213800E7XTJZ88BL6P73,MZNSMTM1XXX,"M.Z. INVESTMENT SERVICES LIMITED",MT
2138008L5TTIZ79N5B27,ZAGLLUL1XXX,"ZADIG GESTION (LUXEMBOURG) S.A.",LU
2138004JY6ZNEQ9TZB39,RUWOGB21XXX,"RUSSELL WOOD LIMITED",GB
213800YCDIODNYQ3KN91,CHCABMH1XXX,"CHURCHILL CAPITAL LTD.",BM
MMYX0N4ZEZ13Z4XCG897,IRVTBEBBXXX,"THE BANK OF NEW YORK MELLON S.A./N.V.",BE
2138008KTNTDICZU8L25,SADRGB21XXX,"BANK SADERAT PLC",GB
213800A54KIUYH5YD185,APICSADMXXX,"ARAB PETROLEUM INVESTMENTS CORPORATION (APICORP)",SA
213800JDGK6R55U59G76,SAPCSADHXXX,"شركة ارامكـــو للتجارة",SA
213800KDMQN5BRCLLS40,OXPLGB21XXX,"OXBURGH PARTNERS LLP",GB
213800D8ZGDJZPOC9180,OCINGB21XXX,"OCTOPUS INVESTMENTS LIMITED",GB
2TV5CTDU7ZDMT8HL5F58,NBEGGB2LXXX,"NATIONAL BANK OF EGYPT (UK) LIMITED",GB
213800VVX3EXBZ82R105,TGAFMTM1XXX,"TGA FUNDS SICAV P.L.C.",MT
213800KXAR1MXC1DZ106,ABQQQAQAXXX,"AHLI BANK(S.Q.C)",QA
213800Y39WDKGBTX4B95,UBACGB2LXXX,"UNITED BANK FOR AFRICA (UK) LIMITED",GB
213800EA5LZP5XTNYN64,BCVLGGSPXXX,"BANQUE CANTONALE VAUDOISE GUERNSEY BRANCH",CH
213800968YNKQNVMI244,REVVGB22XXX,"REVVER LIMITED",GB
549300OLXJ4Y010LOT34,COUTGB31XXX,"COUTTS ",GB
213800TOFB5VNV9L6J73,ADTLGB21XXX,"ADG TRADING LLP",GB
213800KIJXN7BIRCF102,BFMXAOLUXXX,"BANCO DE FOMENTO ANGOLA, S.A.",AO
213800GB4UKF8L5HSB60,ONPCCY21XXX,"ONE PLUS CAPITAL LIMITED",CY
2138005GZ9NIUNAYIX89,CASZITM1XXX,"BNP PARIBAS CARDIF VITA COMPAGNIA DI ASSICURAZIONE E RIASSICURAZIONE S.P.A.",IT
2138005DM21ZBG1Q3J72,CAFSGB21XXX,"CAMBRIDGE FUND MANAGERS LIMITED",GB
213800JU3395ZLRVU510,VEDSCHZ1XXX,"BVK PERSONALVORSORGE DES KANTONS ZÜRICH",CH
213800LRPSETF2FZUZ64,ERPMGB21XXX,"EDMOND DE ROTHSCHILD PRIVATE MERCHANT BANKING LLP",GB
213800XQQ7EZBHYC2G17,POCTGB21XXX,"POSCO CAPITAL PARTNERS PLC",GB
213800P695R8W84JCK96,POIAGB21XXX,"PROJECT IMAGINE LTD",GB
2138008FKLRVA13CAA72,GMPSGB21XXX,"GMP SECURITIES EUROPE LLP",GB
213800FP3PEOX3EW6W13,BETNGB21XXX,"BEDROCK ASSET MANAGEMENT (UK) LTD",GB
21380071F98RZP7Q6F58,MIPPGB21XXX,"MARIANA INVESTMENT PARTNERS LLP",GB
213800OT2PNJ92I4GA07,BLPMGB21XXX,"BRICK LANE CAPITAL MANAGEMENT LIMITED",GB
213800HRR5TJL8BV2R18,BATSBW21XXX,"BRITISH AMERICAN TOBACCO BOTSWANA (PROPRIETARY) LIMITED",BW
213800GYFVGUMJRUYN96,BATSAUB1XXX,"BRITISH AMERICAN TOBACCO MANUFACTURING AUSTRALIA PTY LTD",AU
213800P1P13ABO5R9V78,SOGECY2NXXX,"SOCIETE GENERALE BANK - CYPRUS LIMITED",CY
549300AJXEFOY444EO24,LGUTGB21XXX,"LEGAL ",GB
2138006E24B8HM9WHH62,CARZNL21XXX,"BNP PARIBAS CARDIF LEVENSVERZEKERINGEN N.V.",NL
213800D5V5J7IRIZ3A87,CACZNL21XXX,"BNP PARIBAS CARDIF SCHADEVERZEKERINGEN N.V",NL
213800MPOXEIL682JL70,LLGMGB21XXX,"LGM INVESTMENTS LIMITED",GB
2138009SZ4USUGP1IM38,CLSAPHM1XXX,"CLSA PHILIPPINES, INC.",HK
213800K15L8N1KC15L54,TEEUGB21XXX,"TERA EUROPE LIMITED",GB
549300E8DECUXHGROP73,CHFVGB21XXX,"RIVERROCK SECURITIES LIMITED",GB
549300CJLSRN0BOE2N78,AAKFSEM1XXX,"AARHUSKARLSHAMN FINANCE AB",SE
213800R2JJF6YLU9BJ92,CRPTGB21XXX,"CRESCENT CAPITAL NI LIMITED",GB
213800G3X76VBG9SB504,DOLPGB21XXX,"DOWNING LLP",GB
213800BAVAE4RB7YMN93,CFAIDKK1XXX,"CAPITAL FOUR AIFM A/S",DK
213800LET72H98S77D04,ASAMGB21XXX,"TILNEY ASSET MANAGEMENT SERVICES LIMITED",GB
213800EWHQ65AJ1S1H14,LAAPGB21XXX,"LANGPORT CAPITAL LIMITED",GB
213800FIIXJAMEVRIH48,CIBEEGCXXXX,"COMMERCIAL INTERNATIONAL BANK- EGYPT",EG
213800KD6S4RG5S2DB60,MAICGB21XXX,"MICL LIMITED",GB
213800JUUB6Z5G73OS85,CZARGB22XXX,"CZARNIKOW GROUP LIMITED",GB
213800996DC15XFASC29,BNTBJESHXXX,"BUTTERFIELD BANK (JERSEY) LIMITED",JE
549300RL3U27X2Y98H34,VRTSGB2LXXX,"VERITAS ASSET MANAGEMENT LLP",GB
21380035C5N1U63AZA68,FNEUGB21XXX,"FINSA EUROPE LTD",GB
2138001WTFJROEZTMX89,GMIVGB21XXX,"GMSA INVESTMENTS LIMITED",GB
213800M4QRJUQAAI5Y46,PRSMZAJJXXX,"LEGAE PERESEC (PTY) LTD",ZA
213800A6ROLXD5G13B92,JSCMPKK1XXX,"JS GLOBAL CAPITAL LIMITED",PK
213800IWY3L7J2G29U98,FOINGB21XXX,"FORESTER INVESTMENTS LIMITED",GB
213800FOJJ6DUVY62C12,HUAMGB21XXX,"DELCAP ASSET MANAGEMENT LIMITED",GB
213800RQJX39IJETT690,HAIMGB21XXX,"HATHAWAY INVESTMENT MANAGEMENT LIMITED",GB
213800YYPFS1TS7BJ393,LRAMGB21XXX,"EDMOND DE ROTHSCHILD CAPITAL HOLDINGS LIMITED",GB
213800ZRN9VPAEIME121,WPBLMUMUXXX,"WARWYCK PRIVATE BANK LTD",MU
213800L2STU1JK5JQA57,NOGBGB21XXX,"NOVIA GLOBAL LIMITED",GB
213800O647LRO31RG918,VILIGB21XXX,"VITALITY LIFE LIMITED",GB
2138002YRB54CNYA1E73,GOBOCH21XXX,"GOTTEX BROKERS SA",CH
213800VXEUCGD61KDH27,HEYIGB21XXX,"HENYEP CAPITAL MARKETS (UK) LIMITED",GB
213800F4342BHAUJYR17,SFIRGB21XXX,"SCOTTISH FRIENDLY INSURANCE SERVICES LIMITED",GB
213800S8BX7IUF56TH23,ACGPGB21XXX,"AVENTICUM CAPITAL MANAGEMENT (UK) LLP",GB
213800EXYSUW56F46Z15,SFAMGB21XXX,"SCOTTISH FRIENDLY ASSET MANAGERS LIMITED",GB
213800GSNYW8CDPOB150,INDAGB21XXX,"KEPLER CHEUVREUX UK LIMITED",GB
21380018Q5GTQD6REI36,SISRPTP1XXX,"SIBS FORWARD PAYMENT SOLUTIONS, SA",PT
549300TVSF2J4D5SGZ55,WAFNGB21XXX,"WAY FUND MANAGERS LIMITED",GB
213800I5HLWVYB2PB664,DOHMGB21XXX,"DOUGHTY HANSON ",GB
213800IMQDJ1OL5HD458,RCIUGB21XXX,"ROYAL BANK OF CANADA INVESTMENT MANAGEMENT (USA) LIMITED",GB
213800RBM8VDZ3I3VP26,ARQMAEADXXX,"ARQAAM CAPITAL LIMITED",AE
549300IVVSB5MBTQRT37,TUPGGB2LXXX,"TULLETT PREBON GROUP LIMITED",GB
213800ZUCEFNYC1JAX11,RECVMTM1XXX,"REDHEDGE SICAV P.L.C.",MT
213800327M9B4D9S1553,ATEPGB2LXXX,"ATLANTIC EQUITIES LLP",GB
213800EBWL6KOI24EO05,LGSIGB21XXX,"QUEEN STREET FINANCE LTD",GB
2138002AL4BZU16PET59,RUTMGB21XXX,"RATHBONE UNIT TRUST MANAGEMENT LIMITED",GB
213800RCIKMJSCEFVB28,ICLPGB21XXX,"INTRINSIC CAPITAL LLP",GB
213800M9F9L6CSF27N63,MIPAGB21XXX,"DUNDEE SECURITIES EUROPE LIMITED",GB
213800JKAE2H7YH5SK11,WIRPGB22XXX,"WIREPAYER LIMITED",GB
213800W2XOTEIWVRS823,SUFNGB2LXXX,"SUCDEN FINANCIAL LIMITED",GB
213800D1EI4B9WTWWD28,XLONGB2LXXX,"LONDON STOCK EXCHANGE PLC",GB
213800QDENCLGX6N9O06,HMECGB22XXX,"HONDA MOTOR EUROPE LIMITED",GB
213800W27SOOM7NSFG15,NWILGB21XXX,"NETWEALTH INVESTMENTS LIMITED",GB
213800TTOK5GLNRMXM39,MEAIGB21XXX,"METAGE CAPITAL LIMITED",GB
2138008XV9MITMPN2970,HEIAGB21XXX,"HERALD INVESTMENT MANAGEMENT LIMITED",GB
213800CDWDK4DEKCG515,CNMPGB21XXX,"CPN INVESTMENT MANAGEMENT LLP",GB
213800PSSU2QXF1WLR89,MARRCHZ1XXX,"GLENCORE INTERNATIONAL AG",CH
213800WHKNIC1JQQG433,GFEULUL1XXX,"GLENCORE FINANCE (EUROPE) LIMITED",JE
213800JH88W6JWSEJF05,ARLPGB21XXX,"ARMIRA CAPITAL LIMITED",GB
549300EZB01IHXAZQW07,SGWLLULXXXX,"THE BANK OF NEW YORK MELLON (INTERNATIONAL) LIMITED, LUXEMBOURG BRANCH",GB
213800PCU5BQ2HXNSB13,CPLLGB21XXX,"CZ CAPITAL LLP",GB
213800TW54KDELC3OV27,GLLPGB21XXX,"CR GLOBAL LLP",GB
E26EDV109X6EEPBKVH76,CNTRGB22XXX,"CENTRICA PLC",GB
213800I62SZO75UB5V19,DAFKDK21XXX,"FORSIKRINGSSELSKABET DANICA, SKADEFORSIKRINGSAKTIESELSKAB AF 1999",DK
2138006KYCF5814BKL25,EMBEGB21XXX,"EMERGING MARKETS BOND EXCHANGE LIMITED",GB
213800I9TWC9K22N4502,AIRCCNBJXXX,中国国际航空股份有限公司,CN
213800LG568DE2MTJ864,HUPLGB21XXX,"HURLEY PARTNERS LIMITED",GB
213800J17G8WI3MJ5660,TPFGGB2LXXX,"TESCO PERSONAL FINANCE PLC",GB
213800VKAB1ECRJFP314,SVIMGB21XXX,"GVQ INVESTMENT MANAGEMENT LIMITED",GB
213800QV4EBMZW6Y2M48,CHGLVGVGXXX,"CHALHOUB GROUP LIMITED",AE
21380081TXOEDM4S1I22,VIMLGB21XXX,"VERITAS INVESTMENT MANAGEMENT LLP",GB
213800WT2FV8TTBG4574,LGMSGB21XXX,"LEGAL ",GB
213800HD3GNPXS6IC996,MOFMGB2LXXX,"MONTANARO ASSET MANAGEMENT LIMITED",GB
213800XZNSUBELB27Q82,CEFVLBB1XXX,"CREDIT FINANCIER INVEST S.A.L.",LB
213800RVA6CA8HN1RT89,AZGTGB2LXXX,"ASTRAZENECA TREASURY LIMITED",GB
213800YEKLOP9E1LRX08,RFLCIMDXXXX,"NEDBANK PRIVATE WEALTH LIMITED.",IM
2138006SKBMJJUE2HV03,TURQGB21XXX,"TURQUOISE GLOBAL HOLDINGS LIMITED",GB
213800SKIFATQX7XZV24,TOTMGB21XXX,"TOYOTA TSUSHO METALS LIMITED",GB
213800HLYBZJCQ1FPZ76,VICLGB21XXX,"VISOR CAPITAL (UK) LTD",GB
213800EPFSTL5VRP4623,EVCAGB21XXX,"NEWSCAPE CAPITAL GROUP LTD",GB
213800U3E43JJDXJB778,EBILKYKYXXX,"EMIRATES NBD GLOBAL MARKETS LLC",AE
213800KAIPNCYCB9T410,SAGNGB2LXXX,"SITUS ASSET MANAGEMENT LIMITED",GB
213800AG2H8MB5FGJ538,GUBUGB21XXX,"GUY BUTLER LIMITED",GB
213800CD4SC3ZWW63756,AELOGB22XXX,"AELORIA LIMITED",GB
213800SAP2ZFO5TUVP71,FITAGB21XXX,"FIRST CAPITAL CORPORATION LIMITED",GB
213800ANK59AYB612F23,RSAIGB21XXX,"ROYAL ",GB
2138005JZ7C23CXVJF86,EXEPGB21XXX,"THE EXETER PRACTICE LIMITED",GB
213800WZFXF3FHZR4F57,BRSMGB21XXX,"BRI WEALTH MANAGEMENT PLC",GB
54930092XIVK28RZGM95,OLMWGB2HXXX,"QUILTER PLC",GB
213800KURY33VIX1BF32,ECFUHKH1XXX,"ECLIPSE FUTURES (HK) LIMITED",HK
21380017BQK1NEOEXR43,ACTZTZTZXXX,"ACCESSBANK TANZANIA LTD",TZ
XGJL2FQ3F0LI83ISFL40,COUTCHZZXXX,"COUTTS ",CH
213800QOW94YDEADDF52,MTMIUS31XXX,"MTS MARKETS INTERNATIONAL, INC.",US
21380044MJNCYKRR2X92,ZEINCY21XXX,"ZEMBLANCO INVESTMENTS LTD",CY
3IOL70HIEQ2FWND3JI79,HSBCPLPWXXX,"HSBC BANK POLSKA SPÓŁKA AKCYJNA",PL
32CQM3O6ALUFQE3ZND43,MIDLAM22XXX,"HSBC BANK ARMENIA CLOSED JOINT STOCK COMPANY",AM
549300X34UUBDEUL1Z91,MMEBMTMTXXX,"HSBC BANK MALTA P.L.C.",MT
213800VLY8N58Y1PKO02,TTBGGB21XXX,"MITSUBISHI UFJ BAILLIE GIFFORD ASSET MANAGEMENT LIMITED",GB
213800S5C9BBFSOAK524,BGSMGB21XXX,"BAILLIE GIFFORD SAVINGS MANAGEMENT LIMITED",GB
549300UYMK70HLNJU654,BAGIGB21XXX,"BAILLIE GIFFORD ",GB
N22C6FNZ44MX4YZS4L75,BAGCGB21XXX,"BAILLIE GIFFORD ",GB
54930063H2IEBXH1PD08,BAGLGB21XXX,"BAILLIE GIFFORD LIFE LIMITED",GB
549300OJXEENXLO4FW52,BAGVGB21XXX,"BAILLIE GIFFORD OVERSEAS LIMITED",GB
213800BJV32JT6IRCS96,MNDIGB22XXX,"MONDI FINANCE PLC",GB
2138006N5LLOF59UG643,AFRICDKSXXX,"BANK OF AFRICA RDC",CD
213800U7ICAYOULAKM19,UBFASES1XXX,"RP MARTIN STOCKHOLM AB",SE
213800R62T72K1N8TS35,SHECKYK1XXX,"SHORELINE SECURITIES CORP.",KY
213800EF56WXNQPZDD73,HYLLGB21XXX,"HYBRIDAN LLP",GB
213800ZRZLK2WDBS1B37,PEITJES2XXX,"PRAEMIUM INTERNATIONAL LIMITED",JE
2138008RSFB9GXWKG684,CAABBHBMXXX,"CAIRO AMMAN BANK FOREIGN BRANCH COMPANY",JO
2138005LNQ88YB4N9X69,PVIHGB21XXX,"OPTIMUS CAPITAL LLP",GB
213800PSAO13NMA4J664,MAFMGB21XXX,"ARENA WEALTH MANAGEMENT LIMITED",GB
213800S3KTWVNRTWA706,PCNLUS31XXX,"POLARIS CAPITAL MANAGEMENT, LLC",US
213800AJ5EJQFUG1O945,MESMGB31XXX,"METHODOLOGY ASSET MANAGEMENT (UK) LLP",GB
213800GKIJZVJEKN6E93,ALLXGB21XXX,"ALLX LTD",GB
2138001VBBD3M1ADWB86,CIHNGB21XXX,"CITY HOUSE INVESTORS LIMITED",GB
213800ZIGVOZ992FNQ85,NLIFLUL2XXX,"NATIXIS LIFE",LU
213800GXQRY1EL318251,SPIAGB21XXX,"SUSSEX PLACE VENTURES LIMITED",GB
213800D78C3TAILDRE75,MEIGGB21XXX,"MELTEMI INVESTMENT MANAGEMENT LIMITED",GB
213800MTCBLX12RLVP59,JOMANOK1XXX,"JOOL MARKETS AS",NO
D2F0VEF263OY4T3YK397,NCLIGB21XXX,"NCL INVESTMENTS LIMITED",GB
213800IU529ADVZ1GL50,CMCKGB21XXX,"CMC MARKETS UK PLC",GB
213800SL4OQH2614HP92,EQCOGB21XXX,"CMC SPREADBET PLC",GB
213800XHATUM2LFMKG16,AVVGGB22XXX,"AVEVA GROUP PLC",GB
213800OPAE6WOF4ZKY38,THCSGB21XXX,"THAMES CAPITAL RESEARCH LTD",GB
213800KEKCMCLHAWYQ77,SLAAGB21XXX,"KING ",GB
2138008RTFDU4QBT5686,KAMIGB21XXX,"KAMO INVESTMENTS LIMITED",GB
213800BAPPINC7OHL696,AUBBBHBMXXX,"AHLI UNITED BANK B.S.C.",BH
213800WJ4NTN2NNNXT24,LNSTGB21XXX,"LORD NORTH STREET LIMITED",GB
213800RYL659B8YFRF90,MESDTWT1XXX,"MEGA SECURITIES CO. LTD.",TW
213800NVU66DN88L4U91,BETRGB21XXX,"BUCK CONSULTANTS SHAREPLAN TRUSTEES LIMITED",GB
254900EQ4EESUIKTW472,CAREHKH1XXX,"CITIC SECURITIES BROKERAGE (HK) LIMITED",HK
213800V8FTFA1RVRAN82,ILLQGB21XXX,"ILLIQUIDX CAPITAL LIMITED",GB
353800X5IPPFD6V3IM19,CLEJJPJ1XXX,CLSA証券株式会社,HK
549300TBMDO3C0F5EB42,AGLTGB21XXX,"TRIUM CAPITAL MANAGERS LTD",GB
2138007DX2PGI77JX128,SOMBBGSFXXX,"MUNICIPAL BANK AD",BG
213800S3A3PDMP82R193,FRSOGB21XXX,"FS FIRST SOLUTIONS LIMITED",GB
213800M3JEBD9MN3FN03,TPIIGB21XXX,"TURNER POPE INVESTMENTS (TPI) LTD",GB
213800YTVSXYQN17BW16,HKEXHKHHXXX,"HONG KONG EXCHANGES AND CLEARING LIMITED",HK
213800XIMGX2GKJ8IV34,OPTILBBEXXX,"OPTIMUM INVEST S.A.L.",LB
213800HET946BZ6NL663,PEALGB21XXX,"PEGASUS CAPITAL LLP",GB
213800PGC3MFLJZOLG48,CNREGB21XXX,"NU CURRENCIES LTD",GB
2138009GKOGCFS4USD64,RCSOCY21XXX,"R CAPITAL SOLUTIONS LIMITED",CY
213800CADCL6VLMAOJ47,GPMMGB21XXX,"GPIM LIMITED",GB
213800VZW861M5FHMD50,PIANLUL1XXX,"AMUNDI LUXEMBOURG S.A",LU
213800IWW1ISDO3LDY86,FINKLBBEXXX,"FIRST NATIONAL BANK S.A.L.",LB
2138004HYX8L6R78JV97,PLSNJEJ2XXX,"PLATFORM SECURITIES INTERNATIONAL LIMITED",JE
66AGRETLUXS4YO5MUH35,SKIPGB22XXX,"SKIPTON BUILDING SOCIETY",GB
213800K2AVTAFWJ4DP64,OSSRISR1XXX,"ÖSSUR HF",IS
21380098NKAKODAG8W73,GREIGGS1XXX,"CANACCORD GENUITY WEALTH (INTERNATIONAL) LIMITED",GG
549300NOJVZRPQGXQV73,CLEMGB21XXX,"INSIGHT INVESTMENT MANAGEMENT LIMITED",GB
213800C3KGB15N12QU18,BPEMITM1XXX,"BNP PARIBAS INVESTMENT PARTNERS SOCIETÀ DI GESTIONE DEL RISPARMIO S.P.A.",IT
213800N2QI31CGUXSA75,ALEHAEADXXX,"ALFA EXCHANGE",AE
213800USFMW9SRU33F16,CRALGB21XXX,"CROSSBORDER CAPITAL LIMITED",GB
213800ZYSCPV8POQA284,SFNMGB22XXX,"STONEHAGE FLEMING INVESTMENT MANAGEMENT LIMITED",GB
213800Y8ZDXBTHEIVW06,CRKNGB22XXX,"CARDANO RISK MANAGEMENT LIMITED",GB
213800UOTW1TJC9VSA67,FIQUGB21XXX,"OBJECTIVE COMPLETION LIMITED",GB
2138007K1UARPXBB8341,CPRSGB21XXX,"LINK MARKET SERVICES LIMITED..",GB
5967007LIEEXZXFN3408,SDBNNOKKXXX,"SAFE DEPOSIT BANK OF NORWAY AS",NO
213800QG23EVN9OC9X75,NDAMGB21XXX,"NIPPON LIFE SCHRODERS ASSET MANAGEMENT EUROPE LIMITED",GB
213800I4BU18JONP9V25,IVESCHZZXXX,"INVESTEC BANK (SWITZERLAND) AG",GB
5967007LIEEXZX6C7K33,FLEKNO21XXX,"FLEKKEFJORD SPAREBANK",NO
213800P9RNUDDL4N4B30,THRLGB21XXX,"TOWER HOUSE PARTNERS LLP",GB
2138008UL4MT8SNYKX10,TRLENL21XXX,"TOWER RESEARCH CAPITAL EUROPE B.V.",NL
213800FYGD7USI7SZ503,WHEAGB22XXX,"WHEATSHEAF GROUP LIMITED",GB
213800XU1VF6345RNX76,CSCPGB21XXX,"CROSSBRIDGE CAPITAL LLP",GB
213800FTHNTFBXSUZK52,PRTCGB21XXX,"PREPAY TECHNOLOGIES LIMITED",GB
213800A1KVW9Y7MR5C64,YOFMGB21XXX,"YFM PRIVATE EQUITY LIMITED",GB
3DM5DPGI3W6OU6GJ4N92,BSFCPTP1XXX,"BANCO BPI S.A.",PT
2138003HW6485HGVSH88,ICBKGB2LXXX,"ICBC (LONDON) PLC",GB
213800FGVBCUFJWNIN13,ECDLGB21XXX,"EVERETT CAPITAL ADVISORS UK LLP",GB
213800YAX1FFH224FE36,CUTNGB21XXX,"CONSISTENT UNIT TRUST MANAGEMENT COMPANY LIMITED",GB
213800I5A7SO5MCELZ58,EFGEGB21XXX,"TETHYS ADVISORS LIMITED",GB
21380026I4QYWUXSXN60,BBEDGB2LXXX,"CARPHONE WAREHOUSE EUROPE LIMITED",GB
213800HTWI8MN1D23D78,DAMLGB21XXX,"DAIWA ASSET MANAGEMENT (EUROPE) LTD",GB
213800B7TYG6ZC24PM32,FEXEAEAAXXX,"AL FARDAN EXCHANGE L.L.C.",AE
549300O0XKV5IVJ3B364,NAMLGB2LXXX,"NOMURA ASSET MANAGEMENT U.K. LIMITED",GB
213800AE4AHNE9BJS682,CHKHMNUBXXX,"CHINGGIS KHAAN BANK LLC",MN
